nHIRAM,PHI0,A15,A14,A13,A12,A11,A10,nLORAM,R/W,nCHAREN,,O0,O1,nOE_ROM,nEQ_00XX,nWR_DXXX,nACC_IO,NOTHING,nCE_RAM2
1,0,0,0,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,0,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,0,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,1,0,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,0,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,0,1,1,0,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,1,1,0,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,0,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,0,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,1,1,0,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,0,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,0,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,0,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,0,0,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,0,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,0,1,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,0,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,0,0,1,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,0,1,0,1,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,1,0,1,0,,1,1,0,1,1,1,1,1
0,0,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1
